"timestamp","normalized","db","avgFreq","rms","anomalyScore"
"2025-07-22T12:05:01.063Z",22,-49.243830768062715,8.4072265625,0.003449915529563389,50
"2025-07-22T12:05:01.329Z",12,-54.03438879328964,5.693359375,0.0019873783770930405,50
"2025-07-22T12:05:01.590Z",10,-55.052599071019166,3.4208984375,0.0017675432382065555,50
"2025-07-22T12:05:01.848Z",10,-54.91664722555968,3.9755859375,0.0017954265320828566,50
"2025-07-22T12:05:02.095Z",6,-57.2454561717104,3.83984375,0.0013731791209953695,50
"2025-07-22T12:05:02.362Z",14,-53.20848989950505,4.275390625,0.0021856242721441698,50
"2025-07-22T12:05:02.612Z",0,-61.34040101869695,3.1044921875,0.000856998277577485,50
"2025-07-22T12:05:02.873Z",4,-58.11525596048824,2.7568359375,0.0012423306556674121,50
"2025-07-22T12:05:03.139Z",0,-62.46928682431263,2.1904296875,0.0007525505175922696,50
"2025-07-22T12:05:03.406Z",0,-59.835604814060126,2.4091796875,0.0010191069404744987,50
"2025-07-22T12:05:03.672Z",0,-61.679566569148385,2.2509765625,0.0008241792410015293,50
"2025-07-22T12:05:03.939Z",0,-60.727446630093965,2.3330078125,0.0009196607855208805,50
"2025-07-22T12:05:04.190Z",0,-60.13896222952047,3.033203125,0.000984128680209587,50
"2025-07-22T12:05:04.455Z",6,-56.84370562711357,3.18359375,0.0014381848801666827,50
"2025-07-22T12:05:04.724Z",0,-60.259831890914356,2.7763671875,0.000970528750942825,50
"2025-07-22T12:05:04.989Z",3,-58.50781464132431,2.8330078125,0.0011874334201865775,50
"2025-07-22T12:05:05.255Z",74,-22.97211758626894,29.80859375,0.07102219995205952,50
"2025-07-22T12:05:05.522Z",64,-27.783629822056874,20.6845703125,0.040814878583807127,50
"2025-07-22T12:05:05.789Z",2,-59.17392220705998,5.421875,0.0010997751178478824,50
"2025-07-22T12:05:06.056Z",0,-60.83654489281471,2.4130859375,0.0009081817184154503,50
"2025-07-22T12:05:06.322Z",0,-61.684584680964825,2.2802734375,0.0008237032242326391,50
"2025-07-22T12:05:06.589Z",42,-38.90299562334799,4.111328125,0.011346194362287685,50
"2025-07-22T12:05:06.855Z",0,-60.288272200186334,2.8154296875,0.000967356134289508,50
"2025-07-22T12:05:07.122Z",8,-56.17283258071736,2.9375,0.0015536685367839504,50
